1778 AT,tbd-207,2019,Alain BAillargeon,alain-baillargeon,M,Alexandra Nelson,alexandra-nelson,F,Allison Tannis,allison-tannis,F,Andrea Patterson,andrea-patterson,F,Antonin Savoie,antonin-savoie,M,Bruno Lirette,bruno-lirette,M,Chris Cowper-Smith,chris-cowper-smith,M,Colin Yeung,colin-yeung,M,Craig Smith,craig-smith-2,M,JD LeJeune,jd-lejeune,M,Jessie Brown,jessie-brown,F,Jordan Pugh,jordan-pugh,M,Josh Weston,josh-weston,M,Joy Stanistreet,joy-stanistreet,F,Julie DeWolf,julie-dewolf,F,Liane Johnson,liane-johnson,F,Lisandra Naranjo,lisandra-naranjo,F,Michael Thorne,michael-thorne,M,Nadine Bourque,nadine-bourque,F,Nat Deveau,nat-deveau,F,Scott Underwood,scott-underwood,M,Vaughn Murphy,vaughn-murphy-1,M,Will Dumaresq,will-dumaresq,M,Émilie Godbout-Beaulieu,emilie-godbout-beaulieu,F
BoD,bod-1,2019,Andy Yeoh,andy-yeoh,M,Audrey Lavallée,audrey-lavallee,F,Catherine Ferland,catherine-ferland,F,Chuck Cantone,chuck-cantone,M,Dany Germain,dany-germain,M,David Therriault,david-therriault,M,Francoise Delisle,francoise-delisle,F,Genevieve Merat,genevieve-merat,F,Jean-Francois Marcoux,jean-francois-marcoux,M,Lauren Hunt,lauren-hunt,F,Louis-Pierre Lauzon,louis-pierre-lauzon,M,Mathieu Brisebois-Boies,mathieu-brisebois-boies,M,Melanie Bosse,melanie-bosse,F,Mélanie Roy,melanie-roy-1,F,Naomi Jackson,naomi-jackson,F,Nasser Mbae Vogel,nasser-mbae-vogel,M,Olivier Thibaudeau,olivier-thibaudeau-1,M,Rob Gillis,rob-gillis,M,Robert Battaglia,robert-battaglia,M,Rosemary Carlton,rosemary-carlton,F,Samuel Arsenault,samuel-arsenault,M,Simone Vogel,simone-vogel,F,VALERIE PARENT,valerie-parent,F
Firefly,firefly-2,2019,Amanda  Mills,amanda-mills-1,F,Amy Tran,amy-tran,F,Andrew Stevens,andrew-stevens-1,M,Anthony Slater,anthony-slater,M,Candice Lui,candice-lui,F,Chantal Alary,chantal-alary,F,Danny Nguyen,danny-nguyen,M,Dariene Côté,dariene-cote-1,F,Ellen Truong,ellen-truong,F,Jason Bestland,jason-bestland,M,Jason The,jason-the-2,M,Jennifer Campbell,jennifer-campbell-1,F,Jingting Ma,jingting-ma,F,Johnathan Niziol,johnathan-niziol,M,Jonathan Boman,jonathan-boman-1,M,Kevin Talgoy,kevin-talgoy,M,Liz LaPage,liz-lapage,F,Matthew Grant,matthew-grant-2,M,Nigel Batchelor,nigel-batchelor,M,Pamela Chalmers,pamela-chalmers,F,Randy Villaverde,randy-villaverde,M,Sean Restall,sean-restall,M,Stacey Teetaert,stacey-teetaert,F,Valerie Pion,valerie-pion,F
Flux,flux-7,2019,Alana Schick,alana-schick,F,Alexa Lavergne,alexa-lavergne,F,Amanda Ho,amanda-ho-1,F,Bobby Staniforth,bobby-staniforth,M,Brae Anne McArthur,brae-anne-mcarthur,F,Chris Artibello,chris-artibello,M,Connie Lee,connie-lee,F,David Burdziuk,david-burdziuk,M,Eric McKenna,eric-mckenna,M,Frederique Asselin,frederique-asselin,F,Gabriel Hennessey,gabriel-hennessey-1,M,Jennifer Beck,jennifer-beck-2,F,Jonathan Pendlebury,jonathan-pendlebury-1,M,Justin Wilkes,justin-wilkes,M,Marjolaine Bourget,marjolaine-bourget,F,Mark MacInnes,mark-macinnes,M,Ray C,ray-c,M,Rhiannon Kuhn,rhiannon-kuhn,F,Rob Wawrzynowski,rob-wawrzynowski,M,Robert McLeod,robert-mcleod,M,Thomas Kuhn,thomas-kuhn,M,Tyler Trapp,tyler-trapp,M,aaron dobson,aaron-dobson,M,onalee orchard,onalee-orchard-1,F,pete woods,pete-woods,M
Gaia Sale,gaia-sale,2019,Bhavesh Mistry,bhavesh-mistry,M,Brad Davidson,brad-davidson,M,Debbie Froese,debbie-froese,F,Delaney Vun,delaney-vun,F,Jordan Chochinov,jordan-chochinov,M,Jordan Kovacs,jordan-kovacs,M,Kaiya Seaman,kaiya-seaman,F,Kyle Parker,kyle-parker,M,Lee Crierie,lee-crierie,M,Lindsay Walker,lindsay-walker-1,F,Mark Eldridge,mark-eldridge,M,Mark Semenek,mark-semenek,M,Martha Hinton,martha-hinton,F,Megan Chopyk,megan-chopyk,F,Melanie Stevens,melanie-stevens,F,Samie Lovat,samie-lovat,F,Scott Jones,scott-jones-1,M,Tyler Chochinov,tyler-chochinov,M,Weichi Truong,weichi-truong,M,Yacine Bara,yacine-bara-1,M,latitia seaman,latitia-seaman,F
Happy Campers,happy-campers-1,2019,Amy Machin,amy-machin,F,Annabel Howard,annabel-howard-1,F,Christie Thomson,christie-thomson-1,F,Clayton Howlett,clayton-howlett,M,Colby James Smith,colby-james-smith,M,Daniel Saunders,daniel-saunders,M,David Goluskin,david-goluskin,M,Graham Hill,graham-hill-1,M,Heather McEwen,heather-mcewen,F,Ian Hamilton,ian-hamilton-2,M,Jenny Wear,jenny-wear,F,Jessica Nephin,jessica-nephin,F,Joshua Perina,joshua-perina,M,Julia Bradshaw,julia-bradshaw,F,Kai Tsuruta,kai-tsuruta,M,Meghan Kane,meghan-kane-1,F,Nathan Lam,nathan-lam,M,Pat Frisby,pat-frisby,M,Patty Hill,patty-hill,F,Ryley Breiddal,ryley-breiddal,M,Scott Craig,scott-craig,M,Tessa Kenning,tessa-kenning,F,dustin olender,dustin-olender-1,M,emily mcconnell,emily-mcconnell,F
Kitchen Party,kitchen-party-1,2019,Alicia Landry,alicia-landry,F,Breagh Wallebeck,breagh-wallebeck,F,Catherine Macphail,catherine-macphail,F,Cyra Belbin,cyra-belbin,F,Dave Bowes,dave-bowes,M,Drew Brazill,drew-brazill,M,Eric Ouellette,eric-ouellette,M,Erika Turner,erika-turner,F,Georg Hofmann,georg-hofmann,M,Greg Hayward,greg-hayward,M,Jack Whalen,jack-whalen,M,Jeremy Smith,jeremy-smith-5,M,Joanna Mader,joanna-mader,F,Kendall Sharp,kendall-sharp,M,Lara Best,lara-best,F,Lara Kesteloo,lara-kesteloo-1,F,Leanda Delaney,leanda-delaney,F,Megan Melanson,megan-melanson,F,Nick Bartlett,nick-bartlett,M,Paul Rogers,paul-rogers-1,M,Paul Trevor,paul-trevor,M,Ryan Stewart,ryan-stewart-1,M,Shannon Murphy,shannon-murphy-4,F,Stuart MacDonald,stuart-macdonald-1,M
Mastadon,mastadon,2019,Alexandra Chu,alexandra-chu,F,Bri Larson,bri-larson,F,Brian Baker,brian-baker-1,M,Brian Dracup,brian-dracup,M,Caren Rose,caren-rose,F,Carolyn Churchland,carolyn-churchland,F,Chris Brogan,chris-brogan,M,Daniel Bower,daniel-bower,M,David Sadler,david-sadler-1,M,Derek Knoechel,derek-knoechel,M,Farouk Zaba,farouk-zaba,M,Ian Chan,ian-chan-4,M,Jennifer Lee,jennifer-lee-2,F,Jill Calkin,jill-calkin-2,F,Jordan Bower,jordan-bower,M,Karen Wright,karen-wright,F,Kevin Chenoweth,kevin-chenoweth,M,Kristine Salzmann,kristine-salzmann,F,Nao Nakatsuka,nao-nakatsuka,F,Pete McCann,pete-mccann,M,Shawn OBrien,shawn-obrien,M,Shawn Vogels,shawn-vogels,M,Tiffany Jung,tiffany-jung,F,Tracy Ellis,tracy-ellis,F
Notorious KWG,notorious-kwg,2019,Aaron Louis,aaron-louis,M,Alison Scott,alison-scott,F,Amanda Raimbault,amanda-raimbault,F,Andrew Higgins,andrew-higgins,M,Brendan Embrey,brendan-embrey,M,Bryanne Root,bryanne-root,F,Dan Carlson,dan-carlson-3,M,Emily Atkinson,emily-atkinson,F,Emily Ritz,emily-ritz-1,F,Hilary Blackett,hilary-blackett,F,Jennifer Taves,jennifer-taves,F,John-Eric Pardys,john-eric-pardys,M,Jon Berends,jon-berends,M,Jordan Richard,jordan-richard,M,Joshuah Reitzel,joshuah-reitzel,M,Katrina Parkinson,katrina-parkinson,F,Kimberly Tee,kimberly-tee,F,Lindsey Pardys,lindsey-pardys,F,Luana Jo,luana-jo,F,Lucas Yuricek,lucas-yuricek,M,Matthew Havercroft,matthew-havercroft,M,Meagan Doyle,meagan-doyle,F,Michelle Mallette,michelle-mallette-1,F,Nate Martin,nate-martin,M,Neenah Navasero,neenah-navasero,F,Patrick Tuck,patrick-tuck,M,Wayne Root,wayne-root,M,Yaacov Iland,yaacov-iland,M
Penguin Village Ultimate,penguin-village,2019,Ali Turnquist,ali-turnquist,F,Allan Stonhouse,allan-stonhouse,M,Amy Milne,amy-milne,F,Brendan Davidowich,brendan-davidowich,M,Brett Campbell,brett-campbell,M,Brian Cummine,brian-cummine,M,Britni Brenna,britni-brenna,F,Brock Storey,brock-storey,M,Catherine Shore,catherine-shore-1,F,Dani Schwab,dani-schwab,F,Darren Hunter,darren-hunter,M,David Purdy,david-purdy,M,Eric Weiseth,eric-weiseth,M,Jireh Weiseth Wong,jireh-weiseth-wong,F,Jonathan Storey,jonathan-storey,M,Julia Kirkham,julia-kirkham,F,Justin Lee,justin-lee,M,Katie Buck,katie-buck,F,Marcus Storey,marcus-storey,M,Mary-Stewart Torrie,mary-stewart-torrie,F,Matt Lofstrom,matt-lofstrom,M,McKenzie Mitchell,mckenzie-mitchell-1,F,Michelle Cruz,michelle-cruz,F,Nessa Ross,nessa-ross-1,F,Philip Hitchings,philip-hitchings,M,Rob Priestley,rob-priestley,M,Sarah Lee,sarah-lee,F
